,Data_Coleta,Estabelecimento,Produto,Marca,Preco,Quantidade,PPK
18825,2024-06-12,SUP-4,Banana Nanica,,5.99,1.0,5.99
18826,2024-06-12,SUP-4,Leite,Paulista,5.99,1.0,5.99
18827,2024-06-12,SUP-11,Tomate,,14.99,1.0,14.99
18828,2024-06-12,SUP-3,Tomate,,14.99,1.0,14.99
18829,2024-06-12,SUP-11,Açúcar,União,5.99,1.0,5.99
18830,2024-06-12,SUP-29,Manteiga,Tirolez,14.99,0.2,74.95
18831,2024-06-12,SUP-29,Açúcar,União,4.59,1.0,4.59
18832,2024-06-12,SUP-21,Banana Prata,,15.9,1.0,15.9
18833,2024-06-12,SUP-29,Açúcar,Mais Doce,5.19,1.0,5.19
18834,2024-06-12,SUP-29,Leite,Paulista,5.99,1.0,5.99
18835,2024-06-12,SUP-9,Arroz,Saboroso,29.99,5.0,5.998
18836,2024-06-12,SUP-21,Óleo,Liza,6.49,0.9,7.21111111111111
18837,2024-06-12,SUP-11,Arroz,Oliron,34.99,5.0,6.998
18838,2024-06-12,SUP-9,Tomate,,12.79,1.0,12.79
18839,2024-06-12,SUP-4,Óleo,Soya,5.79,0.9,6.43333333333333
18840,2024-06-12,SUP-3,Leite,Ninho,7.79,1.0,7.79
18841,2024-06-12,SUP-9,Banana Prata,,6.99,1.0,6.99
18842,2024-06-12,SUP-21,Manteiga,Tirolez,10.99,0.2,54.95
18843,2024-06-12,SUP-21,Feijão,Broto Legal,10.99,1.0,10.99
18844,2024-06-12,SUP-11,Manteiga,Davaca,14.99,0.2,74.95
18845,2024-06-12,SUP-11,Feijão,Grão De Campo,10.99,1.0,10.99
18846,2024-06-12,SUP-3,Farinha,Sol,5.19,1.0,5.19
18847,2024-06-12,SUP-3,Manteiga,President,14.49,0.2,72.45
18848,2024-06-12,SUP-4,Farinha,Nita,5.89,1.0,5.89
18849,2024-06-12,SUP-9,Manteiga,Tirolez,14.59,0.2,72.95
18850,2024-06-12,SUP-3,Café,Canecão,19.79,0.5,39.58
18851,2024-06-12,SUP-29,Óleo,Liza,5.99,0.9,6.65555555555556
18852,2024-06-12,SUP-29,Leite,Qualitá,5.19,1.0,5.19
18853,2024-06-12,SUP-9,Café,3 Corações,19.89,0.5,39.78
18854,2024-06-12,SUP-4,Arroz,Broto Legal,37.9,5.0,7.58
18855,2024-06-12,SUP-3,Óleo,Liza,5.99,0.9,6.65555555555556
18856,2024-06-12,SUP-4,Banana Prata,,7.99,1.0,7.99
18857,2024-06-12,SUP-11,Café,Melita,19.99,0.5,39.98
18858,2024-06-12,SUP-29,Farinha,Nita,5.99,1.0,5.99
18859,2024-06-12,SUP-4,Açúcar,Caravelas,4.29,1.0,4.29
18860,2024-06-12,SUP-29,Banana Nanica,,7.99,1.0,7.99
18861,2024-06-12,SUP-11,Óleo,Liza,8.99,0.9,9.98888888888889
18862,2024-06-12,SUP-29,Feijão,Grão De Campo,8.99,1.0,8.99
18863,2024-06-12,SUP-4,Manteiga,President,18.99,0.2,94.95
18864,2024-06-12,SUP-29,Leite,Piracanjuba,5.49,1.0,5.49
18865,2024-06-12,SUP-21,Feijão,Joli,8.99,1.0,8.99
18866,2024-06-12,SUP-29,Feijão,Joli,8.99,1.0,8.99
18867,2024-06-12,SUP-11,Carne Coxão Mole,,29.79,1.0,29.79
18868,2024-06-12,SUP-21,Arroz,Broto Legal,37.99,5.0,7.598
18869,2024-06-12,SUP-21,Feijão,Saboroso,8.99,1.0,8.99
18870,2024-06-12,SUP-4,Pão,,18.49,1.0,18.49
18871,2024-06-12,SUP-21,Arroz,Prato Fino,37.99,5.0,7.598
18872,2024-06-12,SUP-3,Leite,Piracanjuba,5.99,1.0,5.99
18873,2024-06-12,SUP-29,Café,Pelé,18.49,0.5,36.98
18874,2024-06-12,SUP-21,Feijão,Grão De Campo,8.99,1.0,8.99
18875,2024-06-12,SUP-21,Carne Coxão Mole,,40.99,1.0,40.99
18876,2024-06-12,SUP-9,Açúcar,União,4.69,1.0,4.69
18877,2024-06-12,SUP-21,Açúcar,Mais Doce,4.69,1.0,4.69
18878,2024-06-12,SUP-4,Manteiga,Davaca,12.49,0.2,62.45
18879,2024-06-12,SUP-4,Manteiga,Aviação,18.99,0.2,94.95
18880,2024-06-12,SUP-21,Café,Melita,19.99,0.5,39.98
18881,2024-06-12,SUP-29,Feijão,Oliron,7.99,1.0,7.99
18882,2024-06-12,SUP-21,Feijão,Oliron,7.99,1.0,7.99
18883,2024-06-12,SUP-29,Café,3 Corações,19.99,0.5,39.98
18884,2024-06-12,SUP-4,Café,Canecão,23.99,0.5,47.98
18885,2024-06-12,SUP-3,Arroz,Broto Legal,33.98,5.0,6.796
18886,2024-06-12,SUP-21,Café,Canecão,18.99,0.5,37.98
18887,2024-06-12,SUP-11,Óleo,Concórdia,7.79,0.9,8.65555555555556
18888,2024-06-12,SUP-3,Manteiga,Danone,15.29,0.2,76.45
18889,2024-06-12,SUP-21,Açúcar,Caravelas,4.79,1.0,4.79
18890,2024-06-12,SUP-4,Café,Caboclo,18.99,0.5,37.98
18891,2024-06-12,SUP-21,Leite,Ninho,7.99,1.0,7.99
18892,2024-06-12,SUP-3,Açúcar,Mais Doce,4.29,1.0,4.29
18893,2024-06-12,SUP-9,Óleo,Soya,5.79,0.9,6.43333333333333
18894,2024-06-12,SUP-9,Café,Caboclo,18.19,0.5,36.38
18895,2024-06-12,SUP-4,Arroz,Grão Do Campo,33.8,5.0,6.76
18896,2024-06-12,SUP-9,Farinha,Dona Benta,5.49,1.0,5.49
18897,2024-06-12,SUP-29,Feijão,Camil,9.98,1.0,9.98
18898,2024-06-12,SUP-3,Café,Caboclo,15.99,0.5,31.98
18899,2024-06-12,SUP-9,Arroz,Tio João,37.99,5.0,7.598
18900,2024-06-12,SUP-4,Leite,Piracanjuba,5.99,1.0,5.99
18901,2024-06-12,SUP-3,Banana Nanica,,5.99,1.0,5.99
18902,2024-06-12,SUP-9,Arroz,Prato Fino,36.29,5.0,7.258
18903,2024-06-12,SUP-29,Manteiga,President,15.99,0.2,79.95
18904,2024-06-12,SUP-11,Farinha,Dona Benta,6.49,1.0,6.49
18905,2024-06-12,SUP-21,Farinha,Dona Benta,6.99,1.0,6.99
18906,2024-06-12,SUP-29,Arroz,Camil,34.79,5.0,6.958
18907,2024-06-12,SUP-29,Açúcar,Caravelas,3.89,1.0,3.89
18908,2024-06-12,SUP-29,Arroz,Pileco Nobre,31.99,5.0,6.398
18909,2024-06-12,SUP-9,Manteiga,Danone,11.5,0.2,57.5
18910,2024-06-12,SUP-21,Arroz,Grão Do Campo,34.99,5.0,6.998
18911,2024-06-12,SUP-29,Arroz,Prato Fino,34.99,5.0,6.998
18912,2024-06-12,SUP-11,Pão,,16.99,1.0,16.99
18913,2024-06-12,SUP-11,Feijão,Oliron,9.99,1.0,9.99
18914,2024-06-12,SUP-3,Farinha,Dona Benta,6.19,1.0,6.19
18915,2024-06-12,SUP-3,Feijão,Broto Legal,9.89,1.0,9.89
18916,2024-06-12,SUP-21,Farinha,Nita,6.99,1.0,6.99
18917,2024-06-12,SUP-21,Açúcar,União,5.29,1.0,5.29
18918,2024-06-12,SUP-9,Leite,Italac,5.39,1.0,5.39
18919,2024-06-12,SUP-9,Farinha,Nita,5.39,1.0,5.39
18920,2024-06-12,SUP-3,Açúcar,União,5.39,1.0,5.39
18921,2024-06-12,SUP-21,Óleo,Soya,5.99,0.9,6.65555555555556
18922,2024-06-12,SUP-11,Banana Nanica,,3.98,1.0,3.98
18923,2024-06-12,SUP-3,Banana Prata,,9.99,1.0,9.99
18924,2024-06-12,SUP-3,Leite,Shefa,6.49,1.0,6.49
18925,2024-06-12,SUP-4,Açúcar,União,4.99,1.0,4.99
18926,2024-06-12,SUP-4,Tomate,,13.9,1.0,13.9
18927,2024-06-12,SUP-11,Arroz,Broto Legal,38.99,5.0,7.798
18928,2024-06-12,SUP-11,Batata,,12.99,1.0,12.99
18929,2024-06-12,SUP-4,Óleo,Cocamar,5.69,0.9,6.32222222222222
18930,2024-06-12,SUP-3,Feijão,Joli,8.89,1.0,8.89
18931,2024-06-12,SUP-4,Carne Coxão Mole,,30.98,1.0,30.98
18932,2024-06-12,SUP-3,Arroz,Prato Fino,35.99,5.0,7.198
18933,2024-06-12,SUP-11,Banana Prata,,12.99,1.0,12.99
18934,2024-06-12,SUP-9,Feijão,Saboroso,6.99,1.0,6.99
18935,2024-06-12,SUP-21,Batata,,12.99,1.0,12.99
18936,2024-06-12,SUP-3,Feijão,Camil,7.69,1.0,7.69
18937,2024-06-12,SUP-9,Batata,,6.99,1.0,6.99
18938,2024-06-12,SUP-21,Arroz,Camil,35.99,5.0,7.198
18939,2024-06-12,SUP-11,Arroz,Grão Do Campo,35.99,5.0,7.198
18940,2024-06-12,SUP-21,Manteiga,Reliquia,16.99,0.2,84.95
18941,2024-06-12,SUP-11,Manteiga,Aviação,16.99,0.2,84.95
18942,2024-06-12,SUP-11,Farinha,Outra,4.49,1.0,4.49
18943,2024-06-12,SUP-4,Manteiga,Itambé,12.99,0.2,64.95
18944,2024-06-12,SUP-11,Açúcar,Mais Doce,4.49,1.0,4.49
18945,2024-06-12,SUP-21,Manteiga,Davaca,12.99,0.2,64.95
18946,2024-06-12,SUP-9,Óleo,Liza,6.59,0.9,7.32222222222222
18947,2024-06-12,SUP-3,Farinha,Renata,6.59,1.0,6.59
18948,2024-06-12,SUP-4,Café,3 Corações,24.99,0.5,49.98
18949,2024-06-12,SUP-29,Farinha,Dona Benta,5.69,1.0,5.69
18950,2024-06-12,SUP-4,Feijão,Oliron,7.59,1.0,7.59
18951,2024-06-12,SUP-3,Batata,,13.99,1.0,13.99
18952,2024-06-12,SUP-11,Café,São Joaquim,16.99,0.5,33.98
18953,2024-06-12,SUP-21,Manteiga,Serramar,12.99,0.2,64.95
18954,2024-06-12,SUP-3,Café,3 Corações,23.49,0.5,46.98
18955,2024-06-12,SUP-21,Café,São Joaquim,16.99,0.5,33.98
18956,2024-06-12,SUP-21,Leite,Italac,6.29,1.0,6.29
18957,2024-06-12,SUP-9,Farinha,Famiglia Venturelli,5.59,1.0,5.59
18958,2024-06-12,SUP-9,Café,Canecão,16.49,0.5,32.98
18959,2024-06-12,SUP-9,Leite,Shefa,5.79,1.0,5.79
18960,2024-06-12,SUP-3,Carne Coxão Mole,,44.9,1.0,44.9
18961,2024-06-12,SUP-11,Leite,Shefa,5.79,1.0,5.79
18962,2024-06-12,SUP-11,Café,Caboclo,16.99,0.5,33.98
18963,2024-06-12,SUP-4,Arroz,Prato Fino,39.9,5.0,7.98
18964,2024-06-12,SUP-9,Pão,,9.9,1.0,9.9
18965,2024-06-12,SUP-4,Óleo,Liza,5.79,0.9,6.43333333333333
18966,2024-06-12,SUP-4,Leite,Shefa,6.49,1.0,6.49
18967,2024-06-12,SUP-29,Café,São Joaquim,16.99,0.5,33.98
18968,2024-06-12,SUP-29,Arroz,Broto Legal,34.79,5.0,6.958
18969,2024-06-12,SUP-29,Leite,Ninho,6.49,1.0,6.49
18970,2024-06-12,SUP-21,Banana Nanica,,6.99,1.0,6.99
18971,2024-06-12,SUP-3,Pão,,16.99,1.0,16.99
18972,2024-06-12,SUP-29,Café,Pilão,23.39,0.5,46.78
18973,2024-06-12,SUP-4,Farinha,Dona Benta,5.79,1.0,5.79
18974,2024-06-12,SUP-4,Feijão,Joli,8.98,1.0,8.98
18975,2024-06-12,SUP-29,Tomate,,16.9,1.0,16.9
18976,2024-06-12,SUP-21,Tomate,,13.99,1.0,13.99
18977,2024-06-12,SUP-29,Óleo,Soya,6.49,0.9,7.21111111111111
18978,2024-06-12,SUP-9,Óleo,Vitaliv,6.49,0.9,7.21111111111111
18979,2024-06-12,SUP-29,Arroz,Tio João,36.99,5.0,7.398
18980,2024-06-12,SUP-3,Arroz,Tio João,38.69,5.0,7.738
18981,2024-06-12,SUP-29,Manteiga,Scala,13.99,0.2,69.95
18982,2024-06-12,SUP-4,Batata,,12.9,1.0,12.9
18983,2024-06-12,SUP-21,Arroz,Oliron,32.99,5.0,6.598
18984,2024-06-12,SUP-9,Feijão,Vencedor,9.29,1.0,9.29
18985,2024-06-12,SUP-29,Manteiga,Aviação,16.89,0.2,84.45
18986,2024-06-12,SUP-29,Pão,,16.99,1.0,16.99
18987,2024-06-12,SUP-3,Óleo,Soya,6.29,0.9,6.98888888888889
18988,2024-06-12,SUP-29,Carne Coxão Mole,,47.9,1.0,47.9
18989,2024-06-12,SUP-21,Leite,Shefa,6.29,1.0,6.29
18990,2024-06-12,SUP-9,Açúcar,Carrefour,3.99,1.0,3.99
18991,2024-06-12,SUP-21,Pão,,16.59,1.0,16.59
18992,2024-06-12,SUP-29,Leite,Shefa,6.49,1.0,6.49
18993,2024-06-12,SUP-21,Manteiga,Outro,12.99,0.2,64.95
18994,2024-06-14,SUP-22,Café,Pilão,19.99,0.5,39.98
18995,2024-06-14,SUP-16,Farinha,Rosa Branca,6.19,1.0,6.19
18996,2024-06-14,SUP-32,Feijão,Pantera,8.1,1.0,8.1
18997,2024-06-14,SUP-32,Açúcar,Caravelas,3.8,1.0,3.8
18998,2024-06-14,SUP-32,Feijão,Grão De Campo,6.19,1.0,6.19
18999,2024-06-14,SUP-16,Leite,Italac,8.15,1.0,8.15
19000,2024-06-14,SUP-16,Óleo,Vitaliv,7.19,0.9,7.98888888888889
19001,2024-06-14,SUP-14,Leite,Ninho,7.19,1.0,7.19
19002,2024-06-14,SUP-14,Farinha,Renata,7.19,1.0,7.19
19003,2024-06-14,SUP-14,Café,Pilão,23.49,0.5,46.98
19004,2024-06-14,SUP-16,Manteiga,Aviação,19.79,0.2,98.95
19005,2024-06-14,SUP-14,Feijão,Kicaldo,8.19,1.0,8.19
19006,2024-06-14,SUP-32,Arroz,Empório São João,33.9,5.0,6.78
19007,2024-06-14,SUP-32,Açúcar,União,4.0,1.0,4.0
19008,2024-06-14,SUP-32,Arroz,Albaruska,33.0,5.0,6.6
19009,2024-06-14,SUP-16,Café,Melita,23.99,0.5,47.98
19010,2024-06-14,SUP-16,Café,3 Corações,23.99,0.5,47.98
19011,2024-06-14,SUP-14,Café,Melita,22.99,0.5,45.98
19012,2024-06-14,SUP-22,Café,Melita,21.99,0.5,43.98
19013,2024-06-14,SUP-22,Café,3 Corações,21.99,0.5,43.98
19014,2024-06-14,SUP-22,Farinha,Renata,8.25,1.0,8.25
19015,2024-06-14,SUP-32,Banana Nanica,,2.99,1.0,2.99
19016,2024-06-14,SUP-14,Café,União,18.99,0.5,37.98
19017,2024-06-14,SUP-14,Café,3 Corações,21.49,0.5,42.98
19018,2024-06-14,SUP-14,Tomate,,15.29,1.0,15.29
19019,2024-06-14,SUP-32,Arroz,Tio João,33.7,5.0,6.74
19020,2024-06-14,SUP-32,Feijão,Empório São João,7.99,1.0,7.99
19021,2024-06-14,SUP-32,Arroz,Camil,29.95,5.0,5.99
19022,2024-06-14,SUP-22,Leite,Ninho,7.99,1.0,7.99
19023,2024-06-14,SUP-14,Feijão,Camil,7.99,1.0,7.99
19024,2024-06-14,SUP-32,Batata,,7.99,1.0,7.99
19025,2024-06-14,SUP-16,Feijão,Camil,7.99,1.0,7.99
19026,2024-06-14,SUP-22,Banana Prata,,11.19,1.0,11.19
19027,2024-06-14,SUP-14,Açúcar,Qualitá,4.69,1.0,4.69
19028,2024-06-14,SUP-16,Farinha,Renata,8.99,1.0,8.99
19029,2024-06-14,SUP-16,Pão,,15.79,1.0,15.79
19030,2024-06-14,SUP-22,Pão,,14.99,1.0,14.99
19031,2024-06-14,SUP-14,Arroz,Pileco Nobre,34.49,5.0,6.898
19032,2024-06-14,SUP-14,Batata,,14.9,1.0,14.9
19033,2024-06-14,SUP-16,Arroz,Saboroso,34.39,5.0,6.878
19034,2024-06-14,SUP-16,Banana Nanica,,4.89,1.0,4.89
19035,2024-06-14,SUP-14,Manteiga,President,14.79,0.2,73.95
19036,2024-06-14,SUP-14,Manteiga,Aviação,14.49,0.2,72.45
19037,2024-06-14,SUP-32,Óleo,Vitaliv,5.85,0.9,6.5
19038,2024-06-14,SUP-16,Tomate,,14.49,1.0,14.49
19039,2024-06-14,SUP-16,Arroz,Broto Legal,40.59,5.0,8.118
19040,2024-06-14,SUP-14,Arroz,Serrazul,29.99,5.0,5.998
19041,2024-06-14,SUP-22,Banana Nanica,,6.99,1.0,6.99
19042,2024-06-14,SUP-22,Leite,Piracanjuba,6.99,1.0,6.99
19043,2024-06-14,SUP-16,Óleo,Soya,7.39,0.9,8.21111111111111
19044,2024-06-14,SUP-16,Óleo,Liza,7.39,0.9,8.21111111111111
19045,2024-06-14,SUP-32,Farinha,Dona Benta,5.49,1.0,5.49
19046,2024-06-14,SUP-14,Pão,,16.9,1.0,16.9
19047,2024-06-14,SUP-32,Manteiga,President,12.2,0.2,61.0
19048,2024-06-14,SUP-16,Manteiga,Tirolez,16.85,0.2,84.25
19049,2024-06-14,SUP-16,Arroz,Albaruska,41.19,5.0,8.238
19050,2024-06-14,SUP-32,Café,Canecão,16.28,0.5,32.56
19051,2024-06-14,SUP-22,Feijão,Grão De Campo,7.45,1.0,7.45
19052,2024-06-14,SUP-32,Farinha,Rosa Branca,4.59,1.0,4.59
19053,2024-06-14,SUP-32,Farinha,Nita,4.59,1.0,4.59
19054,2024-06-14,SUP-14,Arroz,Qualitá,30.49,5.0,6.098
19055,2024-06-14,SUP-22,Manteiga,Aviação,15.99,0.2,79.95
19056,2024-06-14,SUP-32,Óleo,Soya,5.89,0.9,6.54444444444444
19057,2024-06-14,SUP-16,Farinha,Dona Benta,7.49,1.0,7.49
19058,2024-06-14,SUP-14,Feijão,Qualitá,7.49,1.0,7.49
19059,2024-06-14,SUP-14,Leite,Qualitá,5.39,1.0,5.39
19060,2024-06-14,SUP-32,Feijão,Camil,6.4,1.0,6.4
19061,2024-06-14,SUP-14,Carne Coxão Mole,,39.9,1.0,39.9
19062,2024-06-14,SUP-14,Óleo,Qualitá,6.49,0.9,7.21111111111111
19063,2024-06-14,SUP-32,Arroz,Broto Legal,31.1,5.0,6.22
19064,2024-06-14,SUP-14,Banana Nanica,,13.9,1.0,13.9
19065,2024-06-14,SUP-16,Leite,Ninho,9.55,1.0,9.55
19066,2024-06-14,SUP-32,Tomate,,11.9,1.0,11.9
19067,2024-06-14,SUP-22,Arroz,Broto Legal,37.8,5.0,7.56
19068,2024-06-14,SUP-14,Arroz,Tio João,37.49,5.0,7.498
19069,2024-06-14,SUP-32,Banana Prata,,9.8,1.0,9.8
19070,2024-06-14,SUP-22,Feijão,Broto Legal,9.8,1.0,9.8
19071,2024-06-14,SUP-32,Leite,Tirolez,5.69,1.0,5.69
19072,2024-06-14,SUP-16,Arroz,Camil,37.39,5.0,7.478
19073,2024-06-14,SUP-22,Batata,,12.99,1.0,12.99
19074,2024-06-14,SUP-22,Arroz,Camil,37.3,5.0,7.46
19075,2024-06-14,SUP-22,Açúcar,Caravelas,6.7,1.0,6.7
19076,2024-06-14,SUP-16,Arroz,Namorado,34.99,5.0,6.998
19077,2024-06-14,SUP-14,Manteiga,Danone,12.9,0.2,64.5
19078,2024-06-14,SUP-16,Açúcar,Caravelas,5.29,1.0,5.29
19079,2024-06-14,SUP-22,Arroz,Grão Do Campo,33.99,5.0,6.798
19080,2024-06-14,SUP-14,Feijão,Broto Legal,9.49,1.0,9.49
19081,2024-06-14,SUP-14,Açúcar,Da Barra,4.99,1.0,4.99
19082,2024-06-14,SUP-14,Feijão,Pantera,9.99,1.0,9.99
19083,2024-06-14,SUP-32,Leite,Aurora,5.79,1.0,5.79
19084,2024-06-14,SUP-14,Farinha,Sol,5.79,1.0,5.79
19085,2024-06-14,SUP-14,Leite,Parmalat,5.79,1.0,5.79
19086,2024-06-14,SUP-16,Batata,,11.59,1.0,11.59
19087,2024-06-14,SUP-14,Açúcar,União,5.19,1.0,5.19
19088,2024-06-14,SUP-32,Feijão,Kicaldo,6.4,1.0,6.4
19089,2024-06-14,SUP-16,Açúcar,União,6.29,1.0,6.29
19090,2024-06-14,SUP-16,Farinha,Nita,5.19,1.0,5.19
19091,2024-06-14,SUP-22,Leite,Shefa,6.99,1.0,6.99
19092,2024-06-14,SUP-22,Tomate,,13.99,1.0,13.99
19093,2024-06-14,SUP-32,Leite,Piracanjuba,5.75,1.0,5.75
19094,2024-06-14,SUP-32,Leite,Italac,5.75,1.0,5.75
19095,2024-06-14,SUP-16,Banana Prata,,9.39,1.0,9.39
19096,2024-06-14,SUP-22,Arroz,Prato Fino,39.29,5.0,7.858
19097,2024-06-14,SUP-14,Óleo,Liza,6.89,0.9,7.65555555555556
19098,2024-06-14,SUP-14,Óleo,Soya,6.59,0.9,7.32222222222222
19099,2024-06-14,SUP-32,Manteiga,Danone,11.7,0.2,58.5
19100,2024-06-14,SUP-16,Leite,Piracanjuba,7.59,1.0,7.59
19101,2024-06-14,SUP-22,Farinha,Dona Benta,6.45,1.0,6.45
19102,2024-06-14,SUP-22,Óleo,Liza,6.99,0.9,7.76666666666667
19103,2024-06-14,SUP-32,Manteiga,Batavo,11.0,0.2,55.0
19104,2024-06-14,SUP-16,Carne Coxão Mole,,34.99,1.0,34.99
19105,2024-06-14,SUP-16,Café,Canecão,17.99,0.5,35.98
19106,2024-06-14,SUP-22,Açúcar,União,5.99,1.0,5.99
19107,2024-06-14,SUP-32,Açúcar,Da Barra,4.3,1.0,4.3
19108,2024-06-14,SUP-22,Leite,Aurora,5.99,1.0,5.99
19109,2024-06-14,SUP-14,Arroz,Prato Fino,37.99,5.0,7.598
19110,2024-06-14,SUP-32,Café,Pilão,17.98,0.5,35.96
19111,2024-06-14,SUP-22,Carne Coxão Mole,,42.99,1.0,42.99
19112,2024-06-14,SUP-22,Arroz,Pileco Nobre,37.99,5.0,7.598
19113,2024-06-14,SUP-32,Café,3 Corações,17.98,0.5,35.96
19114,2024-06-14,SUP-32,Café,Melita,17.98,0.5,35.96
19115,2024-06-14,SUP-16,Feijão,Broto Legal,10.29,1.0,10.29
19116,2024-06-14,SUP-14,Banana Prata,,17.9,1.0,17.9
19117,2024-06-14,SUP-32,Farinha,Anaconda,4.39,1.0,4.39
19118,2024-06-14,SUP-14,Açúcar,Caravelas,4.39,1.0,4.39
19119,2024-06-14,SUP-16,Café,Moraes,17.19,0.5,34.38
19120,2024-06-14,SUP-32,Leite,Parmalat,5.59,1.0,5.59
19121,2024-06-14,SUP-32,Café,União,18.48,0.5,36.96
19122,2024-06-14,SUP-32,Óleo,Liza,5.99,0.9,6.65555555555556
19123,2024-06-17,SUP-21,Óleo,Soya,6.49,0.9,7.21111111111111
19124,2024-06-17,SUP-2,Arroz,Broto Legal,33.4,5.0,6.68
19125,2024-06-17,SUP-2,Feijão,Camil,6.35,1.0,6.35
19126,2024-06-17,SUP-0,Manteiga,President,15.6,0.2,78.0
19127,2024-06-17,SUP-0,Banana Nanica,,3.65,1.0,3.65
19128,2024-06-17,SUP-2,Leite,Italac,5.7,1.0,5.7
19129,2024-06-17,SUP-2,Óleo,Vitaliv,5.79,0.9,6.43333333333333
19130,2024-06-17,SUP-2,Batata,,12.98,1.0,12.98
19131,2024-06-17,SUP-0,Óleo,Liza,5.19,0.9,5.76666666666667
19132,2024-06-17,SUP-21,Banana Prata,,15.9,1.0,15.9
19133,2024-06-17,SUP-2,Manteiga,Danone,11.4,0.2,57.0
19134,2024-06-17,SUP-2,Manteiga,Tourinho,10.5,0.2,52.5
19135,2024-06-17,SUP-0,Tomate,,8.68,1.0,8.68
19136,2024-06-17,SUP-21,Carne Coxão Mole,,40.99,1.0,40.99
19137,2024-06-17,SUP-21,Pão,,15.98,1.0,15.98
19138,2024-06-17,SUP-0,Feijão,Broto Legal,9.49,1.0,9.49
19139,2024-06-17,SUP-21,Açúcar,Caravelas,4.79,1.0,4.79
19140,2024-06-17,SUP-21,Feijão,Broto Legal,10.99,1.0,10.99
19141,2024-06-17,SUP-0,Café,Canecão,18.9,0.5,37.8
19142,2024-06-17,SUP-0,Batata,,4.79,1.0,4.79
19143,2024-06-17,SUP-2,Farinha,Dona Benta,5.49,1.0,5.49
19144,2024-06-17,SUP-2,Arroz,Serrazul,27.9,5.0,5.58
19145,2024-06-17,SUP-21,Arroz,Prato Fino,37.99,5.0,7.598
19146,2024-06-17,SUP-0,Pão,,15.95,1.0,15.95
19147,2024-06-17,SUP-21,Café,São Joaquim,16.99,0.5,33.98
19148,2024-06-17,SUP-0,Leite,Nilza,5.55,1.0,5.55
19149,2024-06-17,SUP-2,Banana Nanica,,5.29,1.0,5.29
19150,2024-06-17,SUP-2,Farinha,Adria,3.99,1.0,3.99
19151,2024-06-17,SUP-21,Feijão,Joli,8.99,1.0,8.99
19152,2024-06-17,SUP-0,Café,Pilão,17.95,0.5,35.9
19153,2024-06-17,SUP-0,Carne Coxão Mole,,35.9,1.0,35.9
19154,2024-06-17,SUP-0,Farinha,Dona Benta,5.99,1.0,5.99
19155,2024-06-17,SUP-0,Feijão,Joli,8.99,1.0,8.99
19156,2024-06-17,SUP-21,Arroz,Broto Legal,37.99,5.0,7.598
19157,2024-06-17,SUP-21,Leite,Shefa,6.29,1.0,6.29
19158,2024-06-17,SUP-21,Café,Canecão,18.49,0.5,36.98
19159,2024-06-17,SUP-21,Leite,Italac,6.29,1.0,6.29
19160,2024-06-17,SUP-21,Arroz,Pileco Nobre,37.99,5.0,7.598
19161,2024-06-17,SUP-21,Feijão,Saboroso,8.99,1.0,8.99
19162,2024-06-17,SUP-21,Leite,Ninho,7.99,1.0,7.99
19163,2024-06-17,SUP-0,Açúcar,União,3.99,1.0,3.99
19164,2024-06-17,SUP-0,Café,3 Corações,17.9,0.5,35.8
19165,2024-06-17,SUP-21,Farinha,Renata,7.99,1.0,7.99
19166,2024-06-17,SUP-2,Carne Coxão Mole,,24.9,1.0,24.9
19167,2024-06-17,SUP-21,Café,3 Corações,20.99,0.5,41.98
19168,2024-06-17,SUP-21,Tomate,,13.99,1.0,13.99
19169,2024-06-17,SUP-21,Açúcar,União,5.29,1.0,5.29
19170,2024-06-17,SUP-2,Leite,Itambé,5.75,1.0,5.75
19171,2024-06-17,SUP-0,Leite,Italac,5.79,1.0,5.79
19172,2024-06-17,SUP-2,Manteiga,President,11.5,0.2,57.5
19173,2024-06-17,SUP-2,Manteiga,Batavo,10.3,0.2,51.5
19174,2024-06-17,SUP-0,Arroz,Tio João,37.9,5.0,7.58
19175,2024-06-17,SUP-0,Arroz,Namorado,32.9,5.0,6.58
19176,2024-06-17,SUP-21,Óleo,Liza,6.49,0.9,7.21111111111111
19177,2024-06-17,SUP-2,Óleo,Liza,5.99,0.9,6.65555555555556
19178,2024-06-17,SUP-2,Feijão,Nene,5.99,1.0,5.99
19179,2024-06-17,SUP-21,Farinha,Famiglia Venturelli,6.99,1.0,6.99
19180,2024-06-17,SUP-0,Feijão,Camil,5.98,1.0,5.98
19181,2024-06-17,SUP-21,Farinha,Nita,6.99,1.0,6.99
19182,2024-06-17,SUP-21,Manteiga,Aviação,17.99,0.2,89.95
19183,2024-06-17,SUP-0,Óleo,Soya,5.25,0.9,5.83333333333333
19184,2024-06-17,SUP-2,Arroz,Empório São João,34.9,5.0,6.98
19185,2024-06-17,SUP-0,Farinha,Nita,5.49,1.0,5.49
19186,2024-06-17,SUP-2,Óleo,Soya,5.39,0.9,5.98888888888889
19187,2024-06-17,SUP-0,Feijão,Vasconcelos,6.48,1.0,6.48
19188,2024-06-17,SUP-0,Café,Caboclo,14.95,0.5,29.9
19189,2024-06-17,SUP-2,Café,Caboclo,19.49,0.5,38.98
19190,2024-06-17,SUP-21,Batata,,12.99,1.0,12.99
19191,2024-06-17,SUP-2,Açúcar,Alto Alegre,3.69,1.0,3.69
